id,path,functional,transactional,path_length,avg_degree,arch_diff,diagram,use_case,model
883,Traveler->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->is there similiar transaction->Enter Password->Traveler Account,EI,CTRL|DM|EI,8,1.375,11,Notify Partner of Redemption,Notify Partner of Redemption,s14b_location_based_ad
884,Traveler->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->is there similiar transaction->Enter Password->Display Redeem Coupon Page->Redeem Success Page,EQ,CTRL|INT,9,1.4444444444444444,13,Notify Partner of Redemption,Notify Partner of Redemption,s14b_location_based_ad
885,Employee->Coupon Redeem Page->Redeem Coupon->Generate barcode->Display->Coupon template,EQ,CTRL|INT,6,1.8333333333333333,11,Bill partner for redemption transaction,Bill partner for redemption transaction,s14b_location_based_ad
886,Employee->Coupon Redeem Page->Redeem Coupon->Generate barcode->Invoke->Logging transaction,FUNC_NA,TRAN_NA,6,1.5,9,Bill partner for redemption transaction,Bill partner for redemption transaction,s14b_location_based_ad
887,Employee->Coupon Redeem Page->Redeem Coupon->Generate barcode->Invoke->Validating redemption password,FUNC_NA,TRAN_NA,6,1.5,9,Bill partner for redemption transaction,Bill partner for redemption transaction,s14b_location_based_ad
888,Employee->Coupon Redeem Page->Redeem Coupon->Generate barcode->Invoke->Notifying partner,FUNC_NA,TRAN_NA,6,1.5,9,Bill partner for redemption transaction,Bill partner for redemption transaction,s14b_location_based_ad
889,Employee->Coupon Redeem Page->Redeem Coupon->Generate barcode->retrieve data from account->account,EI,CTRL|DM|EI,6,1.5,9,Bill partner for redemption transaction,Bill partner for redemption transaction,s14b_location_based_ad
890,Administrator->Redemption statistics screen->Chooses filtering or sorting option->Filter and sort result->Temporary storage,EI,CTRL|DM|EI,5,1.6,8,View redemption statistics for partner storyboard,View redemption statistics for partner storyboard,s14b_location_based_ad
891,Administrator->Redemption statistics screen->Leave Reemption statistics screen->Temporary storage,EI,CTRL|DM|EI,4,1.5,6,View redemption statistics for partner storyboard,View redemption statistics for partner storyboard,s14b_location_based_ad
892,Administrator->Redemption statistics screen->Query Transaction Log and Partner Info->Filter and sort result->Temporary storage,EI,CTRL|DM|EI,5,1.8,9,View redemption statistics for partner storyboard,View redemption statistics for partner storyboard,s14b_location_based_ad
893,Administrator->Redemption statistics screen->Query Transaction Log and Partner Info->Partner Info,EI,CTRL|DM|EI,4,1.25,5,View redemption statistics for partner storyboard,View redemption statistics for partner storyboard,s14b_location_based_ad
894,Administrator->Redemption statistics screen->Query Transaction Log and Partner Info->Transaction Log,EI,CTRL|DM|EI,4,1.25,5,View redemption statistics for partner storyboard,View redemption statistics for partner storyboard,s14b_location_based_ad
895,Administrator->Redemption statistics screen->Query Transaction Log and Partner Info->Temporary storage,EI,CTRL|DM|EI,4,1.75,7,View redemption statistics for partner storyboard,View redemption statistics for partner storyboard,s14b_location_based_ad
896,Administrator->Billstatus page->Display search result->Search->Partner data,EI,CTRL|DM|EI,5,1.4,7,Billstatus page,View Partner Billing status storyboard,s14b_location_based_ad
897,Administrator->Billstatus page->Display search result->Search->Display search result->Search result page,EQ,CTRL|INT,6,1.1666666666666667,7,Billstatus page,View Partner Billing status storyboard,s14b_location_based_ad
898,Administrator->Page of Partner Account can be suspended->Suspend a partner account->Suspend succeed page,EQ,CTRL|INT,4,1.75,7,Suspend Partner Account Storyboard,Suspend Partner Account Storyboard,s14b_location_based_ad
899,Administrator->Page of Partner Account can be suspended->Suspend a partner account->Suspend failed page,EQ,CTRL|INT,4,1.75,7,Suspend Partner Account Storyboard,Suspend Partner Account Storyboard,s14b_location_based_ad
900,Display partner account with errors->Page of Partner Account can be suspended->Suspend a partner account->Suspend succeed page,FUNC_NA,TRAN_NA,4,1.75,7,Suspend Partner Account Storyboard,Suspend Partner Account Storyboard,s14b_location_based_ad
901,Display partner account with errors->Page of Partner Account can be suspended->Suspend a partner account->Suspend failed page,FUNC_NA,TRAN_NA,4,1.75,7,Suspend Partner Account Storyboard,Suspend Partner Account Storyboard,s14b_location_based_ad
902,Administrator->Suspended Partners List->Reactive Partner->Partner data->Reactive failure,FUNC_NA,TRAN_NA,5,1.2,6,Reactive Partner Account,Reactive Partner Account,s14b_location_based_ad
903,Administrator->Suspended Partners List->Reactive Partner->Partner data->Display search result->Reactive success,FUNC_NA,CTRL|DM|EQ|INT,6,1.3333333333333333,8,Reactive Partner Account,Reactive Partner Account,s14b_location_based_ad
904,Administrator->Partner Biling Status Page->display partner list->Partner List,EQ,CTRL|INT,4,1,4,Delete Partner Account,Delete Partner Account,s14b_location_based_ad
905,Administrator->Partner Biling Status Page->Display delete confirmation page->Delete confirmation page,EQ,CTRL|INT,4,1.25,5,Delete Partner Account,Delete Partner Account,s14b_location_based_ad
906,Administrator->Partner Biling Status Page->Display delete confirmation page->Display popup error message->Partner,FUNC_NA,CTRL|EXTIVK,5,1.2,6,Delete Partner Account,Delete Partner Account,s14b_location_based_ad
907,Administrator->Partner Biling Status Page->Display delete confirmation page->Display popup error message->Error message popup,EQ,CTRL|INT,5,1.2,6,Delete Partner Account,Delete Partner Account,s14b_location_based_ad
908,Administrator->Partner Biling Status Page->Display partner biling status page->Partner Info,EI,CTRL|DM|EI,4,1,4,Delete Partner Account,Delete Partner Account,s14b_location_based_ad
909,Administrator->Partner Biling Status Page->Display partner biling status page->Delete confirmation page,EQ,CTRL|INT,4,1.25,5,Delete Partner Account,Delete Partner Account,s14b_location_based_ad
910,Suspend Account->Partner Biling Status Page->display partner list->Partner List,FUNC_NA,TRAN_NA,4,1,4,Delete Partner Account,Delete Partner Account,s14b_location_based_ad
911,Suspend Account->Partner Biling Status Page->Display delete confirmation page->Delete confirmation page,FUNC_NA,TRAN_NA,4,1.25,5,Delete Partner Account,Delete Partner Account,s14b_location_based_ad
912,Suspend Account->Partner Biling Status Page->Display delete confirmation page->Display popup error message->Partner,FUNC_NA,TRAN_NA,5,1.2,6,Delete Partner Account,Delete Partner Account,s14b_location_based_ad
913,Suspend Account->Partner Biling Status Page->Display delete confirmation page->Display popup error message->Error message popup,FUNC_NA,TRAN_NA,5,1.2,6,Delete Partner Account,Delete Partner Account,s14b_location_based_ad
914,Suspend Account->Partner Biling Status Page->Display partner biling status page->Partner Info,FUNC_NA,TRAN_NA,4,1,4,Delete Partner Account,Delete Partner Account,s14b_location_based_ad
915,Suspend Account->Partner Biling Status Page->Display partner biling status page->Delete confirmation page,FUNC_NA,TRAN_NA,4,1.25,5,Delete Partner Account,Delete Partner Account,s14b_location_based_ad
916,Administrator->Transaction Log Page->Display transactions->Display pritner failure message->System message page,EQ,CTRL|INT,5,1.2,6,View Transaction Log,View Transaction Log,s14b_location_based_ad
917,Administrator->Transaction Log Page->Display transactions->Retrieve transactions->Transaction DB,EI,CTRL|DM|EI,5,1.4,7,View Transaction Log,View Transaction Log,s14b_location_based_ad
918,Administrator->Transaction Log Page->Display transactions->Direct to modify->Transaction DB,EI,CTRL|DM|EI,5,1.4,7,View Transaction Log,View Transaction Log,s14b_location_based_ad
919,Administrator->Transaction Log Page->Display transactions->Direct to modify->Dispute Redemption Page,EQ,CTRL|INT,5,0.8,4,View Transaction Log,View Transaction Log,s14b_location_based_ad
920,Administrator->Transaction Log Page->Display transactions->Retrieve selected transactions->Transaction DB,EI,CTRL|DM|EI,5,1.4,7,View Transaction Log,View Transaction Log,s14b_location_based_ad
921,Administrator->Transaction Log Page->Display transactions->Display no transactions message->System message page,EQ,CTRL|INT,5,1.2,6,View Transaction Log,View Transaction Log,s14b_location_based_ad
922,Administrator->Transaction Log Page->Display transactions->Retrieve and print->Transaction DB,EI,CTRL|DM|EI,5,1.4,7,View Transaction Log,View Transaction Log,s14b_location_based_ad
923,Administrator->Transaction Log Page->Display transactions->Display connection error message->System message page,EQ,CTRL|INT,5,1.4,7,View Transaction Log,View Transaction Log,s14b_location_based_ad
924,Administrator->Transaction Log Page->Display connection error message->System message page,EQ,CTRL|INT,4,1.5,6,View Transaction Log,View Transaction Log,s14b_location_based_ad
925,Administrator->Admin Login Page->Display Invalid Username Password Message->Validate user->Partner Info->display partner list->Admin home page,FUNC_NA,CTRL|DM|EQ|INT,7,1.2857142857142858,9,Admin Login,Admin Login,s14b_location_based_ad
926,Administrator->Admin Login Page->Display Invalid Username Password Message->Validate user->Display Home Page->Admin home page,EQ,CTRL|INT,6,1.3333333333333333,8,Admin Login,Admin Login,s14b_location_based_ad
927,Administrator->Admin Login Page->Display Password Reset Page->Admin password reset page,EQ,CTRL|INT,4,1,4,Admin Login,Admin Login,s14b_location_based_ad
928,Administrator->Admin Login Page->Enter username and password->Validate user->Partner Info->display partner list->Admin home page,FUNC_NA,CTRL|DM|EQ|INT,7,1.2857142857142858,9,Admin Login,Admin Login,s14b_location_based_ad
929,Administrator->Admin Login Page->Enter username and password->Validate user->Display Home Page->Admin home page,EQ,CTRL|INT,6,1.3333333333333333,8,Admin Login,Admin Login,s14b_location_based_ad
930,Administrator->Admin Login Page->Display locked account message,FUNC_NA,TRAN_NA,3,1,3,Admin Login,Admin Login,s14b_location_based_ad
931,Display login page->Admin Login Page->Display Invalid Username Password Message->Validate user->Partner Info->display partner list->Admin home page,FUNC_NA,TRAN_NA,7,1.2857142857142858,9,Admin Login,Admin Login,s14b_location_based_ad
932,Display login page->Admin Login Page->Display Invalid Username Password Message->Validate user->Display Home Page->Admin home page,FUNC_NA,TRAN_NA,6,1.3333333333333333,8,Admin Login,Admin Login,s14b_location_based_ad
933,Display login page->Admin Login Page->Display Password Reset Page->Admin password reset page,FUNC_NA,TRAN_NA,4,1,4,Admin Login,Admin Login,s14b_location_based_ad
934,Display login page->Admin Login Page->Enter username and password->Validate user->Partner Info->display partner list->Admin home page,FUNC_NA,TRAN_NA,7,1.2857142857142858,9,Admin Login,Admin Login,s14b_location_based_ad
935,Display login page->Admin Login Page->Enter username and password->Validate user->Display Home Page->Admin home page,FUNC_NA,TRAN_NA,6,1.3333333333333333,8,Admin Login,Admin Login,s14b_location_based_ad
936,Display login page->Admin Login Page->Display locked account message,FUNC_NA,TRAN_NA,3,1,3,Admin Login,Admin Login,s14b_location_based_ad
937,Administrator->Dispute Redemption Page->Selects Dispute->FetchDisputeController->ErrorController->Display Error Page,EQ,CTRL|INT,6,1.3333333333333333,8,Resolve Dispute,Resolve Dispute,s14b_location_based_ad
938,Administrator->Dispute Redemption Page->Selects Dispute->FetchDisputeController->Resolve Dispute page,EQ,CTRL|INT,5,1.6,8,Resolve Dispute,Resolve Dispute,s14b_location_based_ad
939,Administrator->Dispute Redemption Page->Selects Dispute->FetchDisputeController->Dispute,EI,CTRL|DM|EI,5,1.6,8,Resolve Dispute,Resolve Dispute,s14b_location_based_ad
940,Administrator->Resolve Dispute page->View Partneer Billing Status,FUNC_NA,TRAN_NA,3,1,3,Resolve Dispute,Resolve Dispute,s14b_location_based_ad
941,Administrator->Resolve Dispute page->ApproveDisputeController->Dispute,EI,CTRL|DM|EI,4,1.25,5,Resolve Dispute,Resolve Dispute,s14b_location_based_ad
942,Administrator->Resolve Dispute page->ApproveDisputeController->Display Success Page,EQ,CTRL|INT,4,1,4,Resolve Dispute,Resolve Dispute,s14b_location_based_ad
943,Administrator->Resolve Dispute page->ApproveDisputeController->Bills,EI,CTRL|DM|EI,4,1,4,Resolve Dispute,Resolve Dispute,s14b_location_based_ad
944,Administrator->Resolve Dispute page->ApproveDisputeController->EmailNotificationController->Partner,EI,CTRL|DM|EI,5,1,5,Resolve Dispute,Resolve Dispute,s14b_location_based_ad
945,Administrator->Resolve Dispute page->View Redemption Statistics for Partner,FUNC_NA,TRAN_NA,3,1,3,Resolve Dispute,Resolve Dispute,s14b_location_based_ad
946,Employee->Coupon Notification Popup Window->Redeem,FUNC_NA,TRAN_NA,3,1.6666666666666667,5,Receive Coupon,Receive Coupon - Android,s14b_location_based_ad
947,Employee->Coupon Notification Popup Window->Save it later->Local coupon database,EI,CTRL|DM|EI,4,1.5,6,Receive Coupon,Receive Coupon - Android,s14b_location_based_ad
948,Employee->Coupon Notification Popup Window->Cancel,FUNC_NA,TRAN_NA,3,1.6666666666666667,5,Receive Coupon,Receive Coupon - Android,s14b_location_based_ad
949,Employee->Check GPS->Geo fence->Coupon Notification Popup Window,FUNC_NA,CTRL|EXTCLL|INT,4,2,8,Receive Coupon,Receive Coupon - Android,s14b_location_based_ad
950,Employee->Check GPS->GPS not work page,FUNC_NA,CTRL|EXTCLL|INT,3,0.6666666666666666,2,Receive Coupon,Receive Coupon - Android,s14b_location_based_ad
951,Employee->check internet->Coupon Notification Popup Window,FUNC_NA,CTRL|EXTCLL|INT,3,1.6666666666666667,5,Receive Coupon,Receive Coupon - Android,s14b_location_based_ad
952,Employee->check internet->Geo fence->Coupon Notification Popup Window,FUNC_NA,CTRL|EXTCLL|INT,4,2,8,Receive Coupon,Receive Coupon - Android,s14b_location_based_ad
953,Employee->check internet->Fail to connect internet page,FUNC_NA,CTRL|EXTCLL|INT,3,0.6666666666666666,2,Receive Coupon,Receive Coupon - Android,s14b_location_based_ad
954,Ad server->Coupon Retrieve Page->Retrieve specific partner's coupon information->Server Partner - coupon database,EI,CTRL|DM|EI,4,0.75,3,Receive Coupon,Receive Coupon - Android,s14b_location_based_ad
955,Ad server->Coupon Retrieve Page->Retrieve specific partner's coupon information->Coupon Notification Popup Window,EQ,CTRL|INT,4,1.5,6,Receive Coupon,Receive Coupon - Android,s14b_location_based_ad
956,User->Coupon receiving page->Choose a category or not->Create a category->Category list,EQ,CTRL|INT,5,1.4,7,Save it for later,Save it for later,s14b_location_based_ad
957,User->Coupon receiving page->Choose a category or not->Category list,EQ,CTRL|INT,4,1.25,5,Save it for later,Save it for later,s14b_location_based_ad
958,User->Coupon receiving page->Choose a category or not->Random coupoon pool,EI,CTRL|DM|EI,4,0.75,3,Save it for later,Save it for later,s14b_location_based_ad
959,User->Originating page->Get coupons list->Show coupons,EQ,CTRL|INT,4,1,4,View stored coupons,View stored coupons - Android,s14b_location_based_ad
960,User->Originating page->Get coupons list->Coupons,EI,CTRL|DM|EI,4,1.25,5,View stored coupons,View stored coupons - Android,s14b_location_based_ad
961,Dispute->Show details->Redeem coupon,FUNC_NA,TRAN_NA,3,1.3333333333333333,4,View stored coupons,View stored coupons - Android,s14b_location_based_ad
962,Remove coupon->Show details->Redeem coupon,FUNC_NA,TRAN_NA,3,1.3333333333333333,4,View stored coupons,View stored coupons - Android,s14b_location_based_ad
963,User->Admin Login page->Enter Username and password->Redeemed coupon record page,EQ,CTRL|INT,4,1.25,5,Redeem Coupon,Redeem Coupon - Android,s14b_location_based_ad
964,User->Login page->Enter Username and password->Redeemed coupon record page,EQ,CTRL|INT,4,1.25,5,Redeem Coupon,Redeem Coupon - Android,s14b_location_based_ad
965,User->Redeem Coupon Page->Input Coupon Code ID->Click Redeem Button,EQ,CTRL|INT,4,1,4,Redeem Coupon,Redeem Coupon - Android,s14b_location_based_ad
966,User->Redeem Coupon Page->Scan QR Code->Click Redeem Button,EQ,CTRL|INT,4,1,4,Redeem Coupon,Redeem Coupon - Android,s14b_location_based_ad
967,Database->Display redeemed coupon page->Redeemed coupon record page,FUNC_NA,TRAN_NA,3,1.3333333333333333,4,Redeem Coupon,Redeem Coupon - Android,s14b_location_based_ad
968,User->Previous Page->View trip plans->Verify user's session->Login page,EQ,CTRL|INT,5,1,5,Connect to trip plan,Connect to trip plan - Android,s14b_location_based_ad
969,User->Previous Page->View trip plans->Verify user's session->Collect information->Show trip plans page,EQ,CTRL|INT,6,1.5,9,Connect to trip plan,Connect to trip plan - Android,s14b_location_based_ad
970,Trip plans database table->Collect information->Show trip plans page,FUNC_NA,TRAN_NA,3,1.6666666666666667,5,Connect to trip plan,Connect to trip plan - Android,s14b_location_based_ad
971,Traveler->Login main page->Validate/check->Account->Retrieve account info->Start auth session->display->Previous page (any page),FUNC_NA,CTRL|DM|EQ|INT,8,1.25,10,Login to tripplanner,Login to tripplanner - Android,s14b_location_based_ad
972,Traveler->Login main page->display->Forget password page,EQ,CTRL|INT,4,1.5,6,Login to tripplanner,Login to tripplanner - Android,s14b_location_based_ad
973,Traveler->Login main page->Display->Create account page,EQ,CTRL|INT,4,1.75,7,Login to tripplanner,Login to tripplanner - Android,s14b_location_based_ad
974,Traveler->Main page->Display->Login main page,EQ,CTRL|INT,4,1.5,6,Login to tripplanner,Login to tripplanner - Android,s14b_location_based_ad
975,Employee->Check GPS->Geo fence->Coupon Notification Popup Window,FUNC_NA,CTRL|EXTCLL|INT,4,1.75,7,Receive Coupon,Receive Coupon - iOS,s14b_location_based_ad
976,Employee->Check GPS->GPS not work page,FUNC_NA,CTRL|EXTCLL|INT,3,0.6666666666666666,2,Receive Coupon,Receive Coupon - iOS,s14b_location_based_ad
977,Employee->Coupon Notification Popup Window->Save it later->Local coupon database,EI,CTRL|DM|EI,4,1.5,6,Receive Coupon,Receive Coupon - iOS,s14b_location_based_ad
978,Employee->Coupon Notification Popup Window->Redeem,FUNC_NA,TRAN_NA,3,1.6666666666666667,5,Receive Coupon,Receive Coupon - iOS,s14b_location_based_ad
979,Employee->Coupon Notification Popup Window->Cancel,FUNC_NA,TRAN_NA,3,1.6666666666666667,5,Receive Coupon,Receive Coupon - iOS,s14b_location_based_ad
980,Employee->check internet->Geo fence->Coupon Notification Popup Window,FUNC_NA,CTRL|EXTCLL|INT,4,1.75,7,Receive Coupon,Receive Coupon - iOS,s14b_location_based_ad
981,Employee->check internet->Coupon Notification Popup Window,FUNC_NA,CTRL|EXTCLL|INT,3,1.6666666666666667,5,Receive Coupon,Receive Coupon - iOS,s14b_location_based_ad
982,Employee->check internet->Fail to connect internet page,FUNC_NA,CTRL|EXTCLL|INT,3,0.6666666666666666,2,Receive Coupon,Receive Coupon - iOS,s14b_location_based_ad
983,Ad server->Coupon Retrieve Page->Retrieve specific partner's coupon information->Coupon Notification Popup Window,EQ,CTRL|INT,4,1.5,6,Receive Coupon,Receive Coupon - iOS,s14b_location_based_ad
984,Ad server->Coupon Retrieve Page->Retrieve specific partner's coupon information->Server Partner - coupon database,EI,CTRL|DM|EI,4,0.75,3,Receive Coupon,Receive Coupon - iOS,s14b_location_based_ad
985,User->Previous Page->View trip plans->Verify user's session->Login page,EQ,CTRL|INT,5,1,5,Connect to trip plan,Connect to trip plan - iOS,s14b_location_based_ad
986,User->Previous Page->View trip plans->Verify user's session->Collect information->Show trip plans page,EQ,CTRL|INT,6,1.1666666666666667,7,Connect to trip plan,Connect to trip plan - iOS,s14b_location_based_ad
987,Trip plans database table->Collect information->Show trip plans page,FUNC_NA,TRAN_NA,3,1,3,Connect to trip plan,Connect to trip plan - iOS,s14b_location_based_ad
988,users' database table->Verify user's session->Login page,FUNC_NA,TRAN_NA,3,1,3,Connect to trip plan,Connect to trip plan - iOS,s14b_location_based_ad
989,users' database table->Verify user's session->Collect information->Show trip plans page,FUNC_NA,TRAN_NA,4,1.25,5,Connect to trip plan,Connect to trip plan - iOS,s14b_location_based_ad
990,Traveler->Login main page->Validate/check->Account->Retrieve account info->Start auth session->display->Previous page (any page),FUNC_NA,CTRL|DM|EQ|INT,8,1.25,10,Login to tripplanner,Login to tripplanner - iOS,s14b_location_based_ad
991,Traveler->Login main page->display->Forget password page,EQ,CTRL|INT,4,1.5,6,Login to tripplanner,Login to tripplanner - iOS,s14b_location_based_ad
992,Traveler->Login main page->Display->Create account page,EQ,CTRL|INT,4,1.75,7,Login to tripplanner,Login to tripplanner - iOS,s14b_location_based_ad
993,Traveler->Main page->Display->Login main page,EQ,CTRL|INT,4,1.5,6,Login to tripplanner,Login to tripplanner - iOS,s14b_location_based_ad
994,User->Login page->Enter Username and password->Redeemed coupon record page,EQ,CTRL|INT,4,1.25,5,Redeem Coupon,Redeem Coupon - iOS,s14b_location_based_ad
995,User->Admin Login page->Enter Username and password->Redeemed coupon record page,EQ,CTRL|INT,4,1.25,5,Redeem Coupon,Redeem Coupon - iOS,s14b_location_based_ad
996,User->Redeem Coupon Page->Scan QR Code->Click Redeem Button,EQ,CTRL|INT,4,1,4,Redeem Coupon,Redeem Coupon - iOS,s14b_location_based_ad
997,User->Redeem Coupon Page->Input Coupon Code ID->Click Redeem Button,EQ,CTRL|INT,4,1,4,Redeem Coupon,Redeem Coupon - iOS,s14b_location_based_ad
998,Database->Display redeemed coupon page->Redeemed coupon record page,FUNC_NA,TRAN_NA,3,1.3333333333333333,4,Redeem Coupon,Redeem Coupon - iOS,s14b_location_based_ad
999,User->Coupon receiving page->Choose a category or not->Category list,EQ,CTRL|INT,4,1,4,Save it for lateer,Save it for lateer,s14b_location_based_ad
1000,User->Coupon receiving page->Choose a category or not->Random coupoon pool,EI,CTRL|DM|EI,4,0.75,3,Save it for lateer,Save it for lateer,s14b_location_based_ad
1001,User->Coupon receiving page->Choose a category or not->Create a category->Category list,EQ,CTRL|INT,5,1,5,Save it for lateer,Save it for lateer,s14b_location_based_ad
1002,User->Originating page->Get coupons list->Show coupons,EQ,CTRL|INT,4,0.75,3,View stored coupons,View stored coupons - iOS,s14b_location_based_ad
1003,User->Originating page->Get coupons list->Coupons,EI,CTRL|DM|EI,4,1.25,5,View stored coupons,View stored coupons - iOS,s14b_location_based_ad
1004,Dispute->Show details->Redeem coupon,FUNC_NA,TRAN_NA,3,1.3333333333333333,4,View stored coupons,View stored coupons - iOS,s14b_location_based_ad
1005,Remove coupon->Show details->Redeem coupon,FUNC_NA,TRAN_NA,3,1.3333333333333333,4,View stored coupons,View stored coupons - iOS,s14b_location_based_ad
1006,FTSR->Offers Page->Edit Offer->Modify offer page,EQ,CTRL|INT,4,0.75,3,Modify Offer,Modify Offer,s14b_location_based_ad
1007,User->Partner Login->Display reset password dialog->Query database with username and password->System Database->Is a match found?->Email user reset password confirmation email,FUNC_NA,TRAN_NA,7,1.1428571428571428,8,Partner Login,Partner Login,s14b_location_based_ad
1008,User->Partner Login->Display reset password dialog->Query database with username and password->System Database->Is a match found?->Display error message,FUNC_NA,TRAN_NA,7,1.1428571428571428,8,Partner Login,Partner Login,s14b_location_based_ad
1009,User->Partner Login->Display reset password dialog->Query database with username and password->System Database->Is a match found?->Partner Portal,FUNC_NA,CTRL|DM|EQ|INT,7,1.2857142857142858,9,Partner Login,Partner Login,s14b_location_based_ad
1010,User->Partner Login->Enter username and password->Query database with username and password->System Database->Is a match found?->Email user reset password confirmation email,FUNC_NA,TRAN_NA,7,1.1428571428571428,8,Partner Login,Partner Login,s14b_location_based_ad
1011,User->Partner Login->Enter username and password->Query database with username and password->System Database->Is a match found?->Display error message,FUNC_NA,TRAN_NA,7,1.1428571428571428,8,Partner Login,Partner Login,s14b_location_based_ad
1012,User->Partner Login->Enter username and password->Query database with username and password->System Database->Is a match found?->Partner Portal,FUNC_NA,CTRL|DM|EQ|INT,7,1.2857142857142858,9,Partner Login,Partner Login,s14b_location_based_ad
1013,Display Partner Login->Partner Login->Display reset password dialog->Query database with username and password->System Database->Is a match found?->Email user reset password confirmation email,FUNC_NA,TRAN_NA,7,1.1428571428571428,8,Partner Login,Partner Login,s14b_location_based_ad
1014,Display Partner Login->Partner Login->Display reset password dialog->Query database with username and password->System Database->Is a match found?->Display error message,FUNC_NA,TRAN_NA,7,1.1428571428571428,8,Partner Login,Partner Login,s14b_location_based_ad
1015,Display Partner Login->Partner Login->Display reset password dialog->Query database with username and password->System Database->Is a match found?->Partner Portal,FUNC_NA,TRAN_NA,7,1.2857142857142858,9,Partner Login,Partner Login,s14b_location_based_ad
1016,Display Partner Login->Partner Login->Enter username and password->Query database with username and password->System Database->Is a match found?->Email user reset password confirmation email,FUNC_NA,TRAN_NA,7,1.1428571428571428,8,Partner Login,Partner Login,s14b_location_based_ad
1017,Display Partner Login->Partner Login->Enter username and password->Query database with username and password->System Database->Is a match found?->Display error message,FUNC_NA,TRAN_NA,7,1.1428571428571428,8,Partner Login,Partner Login,s14b_location_based_ad
1018,Display Partner Login->Partner Login->Enter username and password->Query database with username and password->System Database->Is a match found?->Partner Portal,FUNC_NA,TRAN_NA,7,1.2857142857142858,9,Partner Login,Partner Login,s14b_location_based_ad
1019,Business Parter->Buy Subscription Page(1)->Display Subscription Page(2)->Buy Subscription Page(1),EQ,CTRL|INT,4,1,4,Buy Partner Subscription,Buy Partner Subscription,s14b_location_based_ad
1020,Business Parter->Buy Subscription Page(1)->Display Subscription Comfirmation Page->Buy Subscription Comfirmation Page,EQ,CTRL|INT,4,1.25,5,Buy Partner Subscription,Buy Partner Subscription,s14b_location_based_ad
1021,Business Parter->Buy Success Page->Display Home Page(Designed by other part),FUNC_NA,TRAN_NA,3,1,3,Buy Partner Subscription,Buy Partner Subscription,s14b_location_based_ad
1022,Business Parter->Buy Subscription Comfirmation Page->Marked as Subscirpted->Subscription->Display Buy My Subscription Success Page->Buy Success Page,FUNC_NA,CTRL|DM|EQ|INT,6,1.1666666666666667,7,Buy Partner Subscription,Buy Partner Subscription,s14b_location_based_ad
1023,FTSR->offer details->Check validate->Display modify error,FUNC_NA,TRAN_NA,4,1.25,5,Publish Offer,Publish Offer,s14b_location_based_ad
1024,FTSR->offer details->Check validate->Publish offer,FUNC_NA,TRAN_NA,4,1.5,6,Publish Offer,Publish Offer,s14b_location_based_ad
1025,FTSR->offers pages->Display offer->offer details,EQ,CTRL|INT,4,1.25,5,Publish Offer,Publish Offer,s14b_location_based_ad
1026,FTSR->offers pages->Display offer->Retrieve offers->Dispaly Error Msg,FUNC_NA,TRAN_NA,5,1,5,Publish Offer,Publish Offer,s14b_location_based_ad
1027,Offers->Retrieve offers->Dispaly Error Msg,FUNC_NA,TRAN_NA,3,1,3,Publish Offer,Publish Offer,s14b_location_based_ad
1028,Auto publish reschedule->offer details->Check validate->Display modify error,FUNC_NA,TRAN_NA,4,1.25,5,Publish Offer,Publish Offer,s14b_location_based_ad
1029,Auto publish reschedule->offer details->Check validate->Publish offer,FUNC_NA,TRAN_NA,4,1.5,6,Publish Offer,Publish Offer,s14b_location_based_ad
1030,Test Coupon->Generate Test Coupon->Partner's Mobile->Open Coupon Page,FUNC_NA,TRAN_NA,4,1,4,Test Coupon,Test Coupon,s14b_location_based_ad
1031,FT->Coupon Page->Redeem Coupon->Coupon Database,EI,CTRL|DM|EI,4,1,4,Test Coupon,Test Coupon,s14b_location_based_ad
1032,FT->Coupon Page->Save coupon for later->Partner's Mobile->Open Coupon Page,FUNC_NA,TRAN_NA,5,1,5,Test Coupon,Test Coupon,s14b_location_based_ad
1033,FT->Coupon Redeemed->Coupon Validator->Coupon Database,EI,CTRL|DM|EI,4,1.25,5,Test Coupon,Test Coupon,s14b_location_based_ad
1034,FT->Coupon Invalid->Coupon Validator->Coupon Database,EI,CTRL|DM|EI,4,1.25,5,Test Coupon,Test Coupon,s14b_location_based_ad
1035,Business Partner->Cancel Subscription Comfirmation Page->Marked as Canceled->Subscription,EI,CTRL|DM|EI,4,1,4,Cancel Partner Subscription,Cancel Partner Subscription,s14b_location_based_ad
1036,Business Partner->Cancel Subscription Comfirmation Page->Marked as Canceled->Display Success Page->Cancel Subscription Success Page,EQ,CTRL|INT,5,1.2,6,Cancel Partner Subscription,Cancel Partner Subscription,s14b_location_based_ad
1037,Business Partner->Cancel Subscription Comfirmation Page->Display Cancel Sub page,FUNC_NA,TRAN_NA,3,1,3,Cancel Partner Subscription,Cancel Partner Subscription,s14b_location_based_ad
1038,Business Partner->Cancel Subscription Success Page->Display Home Page,FUNC_NA,TRAN_NA,3,1,3,Cancel Partner Subscription,Cancel Partner Subscription,s14b_location_based_ad
1039,Business Partner->Cancel Subscription Page->Display Comfirmation Page->Cancel Subscription Comfirmation Page,EQ,CTRL|INT,4,1,4,Cancel Partner Subscription,Cancel Partner Subscription,s14b_location_based_ad
